id,tokens,ner_tags,input_ids,token_type_ids,attention_mask,labels,true_labels,pred_labels,reward
159,"['I' 'ca' 'n' ""'"" 't' 'believe' 'all' 'of' 'the' 'detail' 'that' 'went'
 'into' 'this' '!' '!' '!' 'If' 'this' 'is' 'anything' 'like' 'what'
 'Star' 'Wars' 'Land' 'is' 'going' 'to' 'be' ',' 'I' 'ca' 'n' ""'"" 't'
 'wait' '!' '!' '!']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 8 8 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[ 101 1045 6187 1050 1005 1056 2903 2035 1997 1996 6987 2008 2253 2046
 2023  999  999  999 2065 2023 2003 2505 2066 2054 2732 5233 2455 2003
 2183 2000 2022 1010 1045 6187 1050 1005 1056 3524  999  999  999  102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    7    8    8    0
    0    0    0    0    0    0    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
160,['I' 'wish' 'I' 'grew' 'up' 'in' 'Finland'],[0 0 0 0 0 0 7],[ 101 1045 4299 1045 3473 2039 1999 6435  102],[0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    7 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'B-location']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
161,"['That' 'freaking' 'place' 'is' 'scary' '.' 'I' 'got' 'my' 'serpintine'
 'belt' 'cut' 'off' 'in' 'Compton' '.' 'But' 'they' 'struck' 'out' '.' 'I'
 'carry' 'a' 'spare' ',' 'and' 'was' 'out' 'of' 'there' 'in' '15'
 'minutes' '.' 'Never' 'to' 'return' '.' 'It' 'is' 'a' 'cesspool' '.']","[ 0  0  0  0  0  0  0  0  0 11 12  0  0  0  7  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]","[  101  2008 13847  2173  2003 12459  1012  1045  2288  2026 14262  8091
 10196  5583  3013  2125  1999 18592  1012  2021  2027  4930  2041  1012
  1045  4287  1037  8622  1010  1998  2001  2041  1997  2045  1999  2321
  2781  1012  2196  2000  2709  1012  2009  2003  1037  8292  4757 16869
  1012   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0   11 -100 -100   12
    0    0    0    7    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0 -100 -100    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
162,['Stop' 'vlogging' 'and' 'driving' 'asshole'],[0 0 0 0 0],[  101  2644  1058 21197  4726  1998  4439 22052   102],[0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1],[-100    0    0 -100 -100    0    0    0 -100],"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']",10.0
163,['The' 'language' 'is' 'in' 'Arabic' 'in' 'my' 'TV'],[0 0 0 0 0 0 0 0],[ 101 1996 2653 2003 1999 5640 1999 2026 2694  102],[0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
164,['its' 'a' 'glitch' 'the' 'rc' 'var' 'thing'],[ 0  0  0  0 11 12  0],[  101  2049  1037  1043 15909  2818  1996 22110 13075  2518   102],[0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0 -100 -100    0   11   12    0 -100],"['O', 'O', 'O', 'O', 'B-product', 'I-product', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
165,['Third' 'times' 'a' 'charm' '!'],[0 0 0 0 0],[  101  2353  2335  1037 11084   999   102],[0 0 0 0 0 0 0],[1 1 1 1 1 1 1],[-100    0    0    0    0    0 -100],"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']",10.0
166,['WHY' 'IS' 'HE' 'SO' 'HOT' '?' '!'],[0 0 0 0 0 0 0],[ 101 2339 2003 2002 2061 2980 1029  999  102],[0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
167,"['what' 'will' 'happen' 'if' 'your' 'head' 'once' 'opened' 'and' 'once'
 'your' 'brain' 'touch' '(' 'Brain' 'surgery' ')']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[ 101 2054 2097 4148 2065 2115 2132 2320 2441 1998 2320 2115 4167 3543
 1006 4167 5970 1007  102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
168,"['that' ""'"" 's' 'da' 'girl' 'from' 'Orange' 'is' 'the' 'new' 'black' '.']",[0 0 0 0 0 0 3 4 4 4 4 0],[ 101 2008 1005 1055 4830 2611 2013 4589 2003 1996 2047 2304 1012  102],[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    3    4    4    4    4    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
169,['fuck' 'yeah' 'cant' 'wait' 'for' 'june' '9' 'th'],[0 0 0 0 0 0 0 0],[  101  6616  3398  2064  2102  3524  2005  2238  1023 16215   102],[0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0 -100    0    0    0    0    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
170,"['I' 'love' 'this' 'song' '!' 'Check' 'out' 'the' 'video' 'Abbey' 'and'
 'I' 'posted' '!' '!']",[0 0 0 0 0 0 0 0 0 9 0 0 0 0 0],"[ 101 1045 2293 2023 2299  999 4638 2041 1996 2678 6103 1998 1045 6866
  999  999  102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    9    0    0    0
    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
171,"['""' 'Oh' ',' 'I' 'remember' 'things' 'now' '""' '=' 'They' 'finally'
 'held' 'up' 'the' 'cue' 'card' '.' 'Come' 'on' ',' 'girl' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1000  2821  1010  1045  3342  2477  2085  1000  1027  2027  2633
  2218  2039  1996 16091  4003  1012  2272  2006  1010  2611  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
172,['I' 'only' 'pressed' 'this' 'because' 'i' 'saw' 'Idris' 'Elba'],[ 0  0  0  0  0  0  0  9 10],[ 101 1045 2069 4508 2023 2138 1045 2387 8909 6935 3449 3676  102],[0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0    9 -100   10 -100 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
173,"['Wow' '.' 'that' ""'"" 's' 'a' 'great' 'phone' '.' 'i' 'love' 'the' 'video'
 '.' 'its' 'so' 'detail' '.' 'because' 'you' 'always' 'mention' 'every'
 'single' 'specification' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 10166  1012  2008  1005  1055  1037  2307  3042  1012  1045  2293
  1996  2678  1012  2049  2061  6987  1012  2138  2017  2467  5254  2296
  2309 12827  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
174,"['Hi' 'everyone' 'I' 'just' 'started' 'a' 'Battlefield' 'Channel' 'anyone'
 'got' 'any' 'suggestions' 'for' 'a' 'Battlefield' '1' 'video' '?' 'who'
 'ever' 'replies' 'gets' 'a' 'shoutout' 'on' 'the' 'video' '!' '(' 'Dont'
 'take' 'this' 'a' 'advertisment' 'only' 'need' 'ideas' '!' ')']","[0 0 0 0 0 0 3 4 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","[  101  7632  3071  1045  2074  2318  1037 11686  3149  3087  2288  2151
 15690  2005  1037 11686  1015  2678  1029  2040  2412 14054  4152  1037
 11245  5833  2006  1996  2678   999  1006  2123  2102  2202  2023  1037
  4748 16874  2964  4765  2069  2342  4784   999  1007   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    3    4    0    0    0    0    0
    0    3    4    0    0    0    0    0    0    0    0 -100    0    0
    0    0    0    0 -100    0    0    0    0 -100 -100 -100    0    0
    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
175,['sterling' 'you' 'gone' 'too' 'far' 'enuh' 'ute' '😂' '😂' '😂'],[9 0 0 0 0 0 0 0 0 0],"[  101 10933  2017  2908  2205  2521  4372 27225 21183  2063   100   100
   100   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    9    0    0    0    0    0 -100    0 -100    0    0    0 -100],"['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
176,['YAY' '2' 'M' 'SUBS'],[0 0 0 0],[ 101 8038 2100 1016 1049 4942 2015  102],[0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1],[-100    0 -100    0    0    0 -100 -100],"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']",10.0
177,"['Murphy' ""'"" 's' 'law' ':' 'Everything' 'that' 'could' 'go' 'wrong'
 'will' 'go' 'wrong']",[9 0 0 0 0 0 0 0 0 0 0 0 0],"[ 101 7104 1005 1055 2375 1024 2673 2008 2071 2175 3308 2097 2175 3308
  102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    9    0    0    0    0    0    0    0    0    0    0    0    0
 -100]","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
178,['Luv' 'the' 'vids'],[0 0 0],[  101 11320  2615  1996  6819  5104   102],[0 0 0 0 0 0 0],[1 1 1 1 1 1 1],[-100    0 -100    0    0 -100 -100],"['O', 'O', 'O']","['O', 'O', 'O']",10.0
179,['I' 'think' 'the' 'original' 'sounds' 'better' '#' 'GazaGenahsyde'],[0 0 0 0 0 0 0 0],"[  101  1045  2228  1996  2434  4165  2488  1001 14474  6914  4430  6508
  3207   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0    0 -100 -100 -100 -100 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
180,['Awesome' 'video' '.' 'The' 'girls' 'are' 'super' 'mega' 'cute' '<' '3'],[0 0 0 0 0 0 0 0 0 0 0],"[  101 12476  2678  1012  1996  3057  2024  3565 13164 10140  1026  1017
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0    0    0    0    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
181,['Primer' 'hokage' ':' 'v'],[0 0 0 0],[ 101 3539 2099 7570 2912 3351 1024 1058  102],[0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1],[-100    0 -100    0 -100 -100    0    0 -100],"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']",10.0
182,['throwing' 'a' 'donnunt' '.' '.' '.' 'talking' 'about' 'NK'],[0 0 0 0 0 0 0 0 0],"[  101  6886  1037  2123 11231  3372  1012  1012  1012  3331  2055 25930
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0 -100 -100    0    0    0    0    0    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
183,"['""' 'Dodge' 'Cuda' '""' '.' '.' '.' '?']",[ 0 11 12  0  0  0  0  0],[  101  1000 11898 12731  2850  1000  1012  1012  1012  1029   102],[0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1],[-100    0   11   12 -100    0    0    0    0    0 -100],"['O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
184,"['This' 'is' 'best' 'song' 'of' '2017' 'Girl' 'is' 'very' 'beautiful'
 'boy' 'is' 'very' 'handsome']",[0 0 0 0 0 0 3 0 0 0 0 0 0 0],"[ 101 2023 2003 2190 2299 1997 2418 2611 2003 2200 3376 2879 2003 2200
 8502  102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    3    0    0    0    0    0    0
    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
185,"['Niskanen' 'should' 'have' 'said' '""' 'I' '’' 've' 'gotten' 'those'
 'before' '.' 'They' 'don' '’' 't' 'feel' 'good' '.' '”']",[9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  9152  8337 10224  2323  2031  2056  1000  1045  1521  2310  5407
  2216  2077  1012  2027  2123  1521  1056  2514  2204  1012  1524   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    9 -100 -100    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0 -100]","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
186,['The' 'sangoma' 'guy' 'is' 'a' 'neat' 'freak' 'yhoooo'],[0 9 0 0 0 0 0 0],"[  101  1996  6369  9626  3124  2003  1037 15708 11576  1061  6806  9541
  2080   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    9 -100    0    0    0    0    0    0 -100 -100 -100 -100],"['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
187,['I' 'saw' 'you' 'through' 'Bridget' 'but' 'I' 'like' 'you'],[0 0 0 0 9 0 0 0 0],[  101  1045  2387  2017  2083 19218  2021  1045  2066  2017   102],[0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    9    0    0    0    0 -100],"['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
188,"['This' 'is' 'Diah' 'Diah' 'has' 'no' 'freinds' 'I' 'like' '=' '1'
 'freind']",[0 0 9 9 0 0 0 0 0 0 0 0],"[  101  2023  2003 22939  2232 22939  2232  2038  2053 10424 12377  5104
  1045  2066  1027  1015 10424 12377  2094   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    9 -100    9 -100    0    0    0 -100 -100    0    0
    0    0    0 -100 -100 -100]","['O', 'O', 'B-person', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
189,['6' ':' '50' 'No' 'sex' 'tonight' 'Krillin' '.'],[0 0 0 0 0 0 9 0],[  101  1020  1024  2753  2053  3348  3892  1047 24714  2378  1012   102],[0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    9 -100 -100    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
190,"['Biker' 'looks' 'for' 'plate' 'on' 'back' 'of' 'the' 'Kenworth' 'when'
 'Semis' 'are' 'n' ""'"" 't' 'needed' 'to' 'have' 'one' 'on' 'the' 'back'
 'lol']",[ 9  0  0  0  0  0  0  0 11  0 11  0  0  0  0  0  0  0  0  0  0  0  0],"[  101 28988  3504  2005  5127  2006  2067  1997  1996  6358  5172  2043
  4100  2015  2024  1050  1005  1056  2734  2000  2031  2028  2006  1996
  2067  8840  2140   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    9    0    0    0    0    0    0    0   11 -100    0   11 -100
    0    0    0    0    0    0    0    0    0    0    0    0 -100 -100]","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
191,['BOOK' 'not' 'movie' 'hahaha'],[0 0 0 0],[ 101 2338 2025 3185 5292 3270 3270  102],[0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1],[-100    0    0    0    0 -100 -100 -100],"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']",10.0
192,['Is' 'it' 'me' 'or' 'does' 'number' '11' 'look' 'like' 'ian' 'connor' '?'],[ 0  0  0  0  0  0  0  0  0  9 10  0],[ 101 2003 2009 2033 2030 2515 2193 2340 2298 2066 4775 6720 1029  102],[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0    0    0    9   10    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
193,['HOLIDAY' 'ROOOOOOOOOOAAAAAAAAAAAAAAAAAAAAAAAAADDDDDDDDDDDDDD'],[3 4],"[  101  6209 20996  9541  9541  9541  9541 10441 11057 11057 11057 11057
 11057 11057 11057 11057 11057 11057 11057 11057 14141 14141 14141 14141
 14141 14141 14141   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    3    4 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100]","['B-creative-work', 'I-creative-work']","['O', 'O']",0.0
194,"['Awwwww' 'Didga' '❤' '😍' 'so' 'cute' 'baby' '!' 'I' 'want' 'to' 'hug'
 'her' 'and' 'squish' 'her' 'until' 'she' 'meows' ',' 'she' ""'"" 's'
 'irresistible' '!']",[0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 22091  2860  2860  2860  2860  2106  3654   100   100  2061 10140
  3336   999  1045  2215  2000  8549  2014  1998  5490 27020  2232  2014
  2127  2016  2033 15568  1010  2016  1005  1055 27149   999   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100 -100 -100    9 -100    0    0    0    0    0    0
    0    0    0    0    0    0    0 -100 -100    0    0    0    0 -100
    0    0    0    0    0    0 -100]","['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
195,['no' 'pine' 'nuts' '?'],[ 0 11 12  0],[  101  2053  7222 12264  1029   102],[0 0 0 0 0 0],[1 1 1 1 1 1],[-100    0   11   12    0 -100],"['O', 'B-product', 'I-product', 'O']","['O', 'O', 'O', 'O']",4.0
